order_id,delivery_date,delivery_days,delivery_status,return_status,return_reason,refund_amount
502359,2024-02-14,6,On Time,Returned,Quality Issue,10594.46
502360,2025-07-22,3,On Time,No Return,Unknown,0.0
502361,2024-06-05,6,On Time,Returned,Quality Issue,8122.95
502362,2025-12-06,6,On Time,No Return,Unknown,0.0
502363,2025-02-28,6,On Time,No Return,Unknown,0.0
502364,2024-07-09,5,On Time,No Return,Unknown,0.0
502365,2024-11-16,3,On Time,No Return,Unknown,0.0
502366,2025-04-15,7,Late,No Return,Unknown,0.0
502367,2025-03-11,4,On Time,No Return,Unknown,0.0
502368,2024-05-17,3,On Time,No Return,Unknown,0.0
502369,2025-05-24,7,Late,No Return,Unknown,0.0
502370,2025-11-24,9,Not Delivered,No Return,Unknown,0.0
502371,2024-10-01,6,On Time,No Return,Unknown,0.0
502372,2025-03-17,5,On Time,No Return,Unknown,0.0
502373,2025-09-26,8,Late,No Return,Unknown,0.0
502374,2025-05-16,4,Late,No Return,Unknown,0.0
502375,2025-07-12,8,Late,No Return,Unknown,0.0
502376,2024-12-12,7,Late,No Return,Unknown,0.0
502377,2024-09-04,6,On Time,No Return,Unknown,0.0
502378,2024-08-14,6,On Time,No Return,Unknown,0.0
502379,2025-10-22,3,On Time,No Return,Unknown,0.0
502380,2025-11-12,6,Not Delivered,No Return,Unknown,0.0
502381,2024-12-31,5,Not Delivered,No Return,Unknown,0.0
502382,2024-07-14,6,On Time,No Return,Unknown,0.0
502383,2025-02-21,5,Late,No Return,Unknown,0.0
502384,2024-12-01,7,Late,No Return,Unknown,0.0
502385,2024-08-14,5,Late,No Return,Unknown,0.0
502386,2025-11-21,5,On Time,No Return,Unknown,0.0
502387,2024-04-06,5,On Time,No Return,Unknown,0.0
502388,2025-03-21,6,On Time,No Return,Unknown,0.0
502389,2024-04-20,5,Late,No Return,Unknown,0.0
502390,2024-09-05,4,Late,No Return,Unknown,0.0
502391,2024-11-03,3,On Time,No Return,Unknown,0.0
502392,2025-07-10,2,Late,Returned,Wrong Item,7966.83
502393,2025-08-24,4,On Time,No Return,Unknown,0.0
502394,2024-04-11,5,On Time,No Return,Unknown,0.0
502395,2025-04-24,3,On Time,No Return,Unknown,0.0
502396,2024-09-28,6,On Time,No Return,Unknown,0.0
502397,2025-07-29,1,On Time,No Return,Unknown,0.0
502398,2024-04-14,2,On Time,No Return,Unknown,0.0
502399,2024-09-17,7,Late,No Return,Unknown,0.0
502400,2025-04-02,3,On Time,No Return,Unknown,0.0
502401,2025-06-02,6,Late,No Return,Unknown,0.0
502402,2025-10-31,4,Not Delivered,No Return,Unknown,0.0
502403,2025-05-11,4,On Time,No Return,Unknown,0.0
502404,2024-09-21,4,Not Delivered,No Return,Unknown,0.0
502405,2024-02-08,4,On Time,No Return,Unknown,0.0
502406,2025-01-22,7,Late,No Return,Unknown,0.0
502407,2025-02-03,3,On Time,No Return,Unknown,0.0
502408,2024-02-04,8,Late,No Return,Unknown,0.0
502409,2024-11-05,4,On Time,No Return,Unknown,0.0
502410,2025-12-08,9,Late,No Return,Unknown,0.0
502411,2025-11-04,3,On Time,No Return,Unknown,0.0
502412,2025-08-08,5,On Time,No Return,Unknown,0.0
502413,2024-06-15,2,On Time,No Return,Unknown,0.0
502414,2024-09-18,4,Late,No Return,Unknown,0.0
502415,2024-04-18,7,Late,No Return,Unknown,0.0
502416,2025-04-06,7,Late,No Return,Unknown,0.0
502417,2024-07-16,5,Late,No Return,Unknown,0.0
502418,2024-10-28,3,Not Delivered,No Return,Unknown,0.0
502419,2024-01-24,3,On Time,No Return,Unknown,0.0
502420,2024-02-19,5,Not Delivered,No Return,Unknown,0.0
502421,2025-04-29,5,On Time,No Return,Unknown,0.0
502422,2025-05-15,5,On Time,Returned,Late Delivery,1095.35
502423,2025-11-16,3,On Time,No Return,Unknown,0.0
502424,2025-11-25,5,On Time,No Return,Unknown,0.0
502425,2024-08-13,3,On Time,No Return,Unknown,0.0
502426,2024-10-30,5,On Time,No Return,Unknown,0.0
502427,2025-04-29,4,Late,No Return,Unknown,0.0
502428,2024-01-31,7,Late,No Return,Unknown,0.0
502429,2024-12-09,6,Late,No Return,Unknown,0.0
502430,2024-04-02,9,Late,Returned,Damaged,107.66
502431,2024-03-04,4,On Time,No Return,Unknown,0.0
502432,2024-10-19,5,On Time,No Return,Unknown,0.0
502433,2025-09-27,2,On Time,No Return,Unknown,0.0
502434,2025-06-08,8,Late,No Return,Unknown,0.0
502435,2024-06-08,6,On Time,No Return,Unknown,0.0
502436,2024-10-13,6,On Time,No Return,Unknown,0.0
502437,2025-03-15,6,On Time,No Return,Unknown,0.0
502438,2024-12-11,4,Late,No Return,Unknown,0.0
502439,2024-03-30,4,Late,No Return,Unknown,0.0
502440,2025-08-13,4,Late,Returned,Damaged,402.19
502441,2024-07-14,5,On Time,No Return,Unknown,0.0
502442,2024-09-13,5,Not Delivered,No Return,Unknown,0.0
502443,2024-03-14,6,On Time,No Return,Unknown,0.0
502444,2024-06-03,9,Not Delivered,No Return,Unknown,0.0
502445,2025-09-30,5,Late,No Return,Unknown,0.0
502446,2025-07-14,7,Late,Returned,Quality Issue,1492.79
502447,2025-10-25,2,On Time,Returned,Damaged,1062.41
502448,2025-07-31,4,On Time,No Return,Unknown,0.0
502449,2024-09-16,5,On Time,No Return,Unknown,0.0
502450,2024-05-16,6,On Time,Returned,Damaged,2166.51
502451,2025-01-16,5,Not Delivered,No Return,Unknown,0.0
502452,2025-06-19,4,Late,No Return,Unknown,0.0
502453,2024-07-21,4,Late,No Return,Unknown,0.0
502454,2024-08-13,5,On Time,No Return,Unknown,0.0
502455,2025-02-17,4,On Time,No Return,Unknown,0.0
502456,2025-10-09,5,On Time,No Return,Unknown,0.0
502457,2024-06-21,2,On Time,No Return,Unknown,0.0
502458,2024-05-27,3,On Time,No Return,Unknown,0.0
502459,2025-05-05,3,On Time,No Return,Unknown,0.0
502460,2024-12-25,6,On Time,No Return,Unknown,0.0
502461,2024-07-05,6,On Time,No Return,Unknown,0.0
502462,2024-06-13,4,On Time,No Return,Unknown,0.0
502463,2025-04-11,3,On Time,Returned,Quality Issue,1394.36
502464,2024-03-04,4,Late,No Return,Unknown,0.0
502465,2024-08-06,4,Late,No Return,Unknown,0.0
502466,2025-08-09,7,Late,No Return,Unknown,0.0
502467,2024-07-11,1,On Time,No Return,Unknown,0.0
502468,2025-05-07,5,Late,No Return,Unknown,0.0
502469,2024-08-15,3,On Time,No Return,Unknown,0.0
502470,2025-02-02,7,Late,No Return,Unknown,0.0
502471,2025-12-10,1,On Time,No Return,Unknown,0.0
502472,2024-06-17,8,Late,No Return,Unknown,0.0
502473,2025-04-04,5,On Time,No Return,Unknown,0.0
502474,2024-04-24,4,On Time,No Return,Unknown,0.0
502475,2024-03-05,6,On Time,No Return,Unknown,0.0
502476,2025-07-02,4,On Time,No Return,Unknown,0.0
502477,2025-07-11,5,On Time,No Return,Unknown,0.0
502478,2025-11-07,4,Late,No Return,Unknown,0.0
502479,2024-02-04,6,On Time,Returned,Changed Mind,259.37
502480,2024-07-09,6,On Time,No Return,Unknown,0.0
502481,2024-08-14,3,On Time,No Return,Unknown,0.0
502482,2024-12-29,7,Late,No Return,Unknown,0.0
502483,2025-05-12,6,On Time,No Return,Unknown,0.0
502484,2025-08-22,2,Late,No Return,Unknown,0.0
502485,2025-08-04,4,Late,No Return,Unknown,0.0
502486,2024-04-27,4,On Time,No Return,Unknown,0.0
502487,2025-01-18,6,On Time,No Return,Unknown,0.0
502488,2024-10-15,4,On Time,No Return,Unknown,0.0
502489,2024-04-11,5,On Time,No Return,Unknown,0.0
502490,2024-05-11,8,Late,No Return,Unknown,0.0
502491,2024-06-06,2,On Time,No Return,Unknown,0.0
502492,2024-04-25,6,On Time,No Return,Unknown,0.0
502493,2024-02-27,5,On Time,No Return,Unknown,0.0
502494,2024-06-27,5,Late,No Return,Unknown,0.0
502495,2025-11-17,8,Late,No Return,Unknown,0.0
502496,2025-08-17,7,Late,No Return,Unknown,0.0
502497,2024-11-13,4,On Time,No Return,Unknown,0.0
502498,2025-12-30,4,Late,No Return,Unknown,0.0
502499,2025-12-02,8,Late,No Return,Unknown,0.0
502500,2025-01-27,3,On Time,No Return,Unknown,0.0
502501,2024-02-20,6,On Time,No Return,Unknown,0.0
502502,2025-10-30,6,On Time,No Return,Unknown,0.0
502503,2024-05-01,5,On Time,No Return,Unknown,0.0
502504,2024-05-08,7,Late,No Return,Unknown,0.0
502505,2025-04-30,4,On Time,No Return,Unknown,0.0
502506,2024-06-22,4,Not Delivered,No Return,Unknown,0.0
502507,2025-11-13,5,Late,No Return,Unknown,0.0
502508,2025-02-07,4,Late,Returned,Damaged,1960.35
502509,2025-10-28,6,On Time,No Return,Unknown,0.0
502510,2025-05-19,5,Late,No Return,Unknown,0.0
502511,2024-03-19,5,On Time,No Return,Unknown,0.0
502512,2024-05-31,3,On Time,No Return,Unknown,0.0
502513,2025-06-24,4,Late,Returned,Late Delivery,4741.51
502514,2024-03-08,7,Late,Returned,Damaged,587.39
502515,2024-02-29,6,On Time,No Return,Unknown,0.0
502516,2024-08-14,4,On Time,Returned,Damaged,1131.72
502517,2026-01-05,5,On Time,No Return,Unknown,0.0
502518,2025-04-18,1,On Time,No Return,Unknown,0.0
502519,2024-11-14,3,On Time,No Return,Unknown,0.0
502520,2024-06-22,4,On Time,No Return,Unknown,0.0
502521,2025-12-05,4,On Time,No Return,Unknown,0.0
502522,2024-02-05,4,On Time,No Return,Unknown,0.0
502523,2024-02-23,1,On Time,No Return,Unknown,0.0
502524,2024-05-24,6,On Time,No Return,Unknown,0.0
502525,2025-01-14,6,On Time,No Return,Unknown,0.0
502526,2024-02-22,6,On Time,No Return,Unknown,0.0
502527,2024-04-04,5,On Time,No Return,Unknown,0.0
502528,2024-02-11,6,Late,No Return,Unknown,0.0
502529,2024-08-16,4,Late,No Return,Unknown,0.0
502530,2025-07-11,4,Late,No Return,Unknown,0.0
502531,2024-10-01,6,On Time,No Return,Unknown,0.0
502532,2024-07-08,4,On Time,Returned,Damaged,6100.27
502533,2025-01-11,6,On Time,No Return,Unknown,0.0
502534,2024-08-27,5,On Time,No Return,Unknown,0.0
502535,2024-05-06,5,On Time,No Return,Unknown,0.0
502536,2025-03-01,2,On Time,No Return,Unknown,0.0
502537,2025-01-25,2,On Time,No Return,Unknown,0.0
502538,2024-05-02,6,On Time,Returned,Damaged,4304.73
502539,2025-04-16,6,On Time,No Return,Unknown,0.0
502540,2025-03-10,6,On Time,No Return,Unknown,0.0
502541,2025-03-20,3,On Time,No Return,Unknown,0.0
502542,2024-02-14,6,On Time,No Return,Unknown,0.0
502543,2024-06-14,4,On Time,Returned,Changed Mind,8764.49
502544,2025-09-15,3,On Time,No Return,Unknown,0.0
502545,2025-06-15,6,On Time,No Return,Unknown,0.0
502546,2024-06-18,4,Late,No Return,Unknown,0.0
502547,2025-03-24,4,Late,Returned,Quality Issue,1339.15
502548,2025-03-22,4,Late,No Return,Unknown,0.0
502549,2024-11-30,4,On Time,No Return,Unknown,0.0
502550,2024-12-05,5,On Time,No Return,Unknown,0.0
502551,2024-04-29,8,Late,No Return,Unknown,0.0
502552,2025-12-17,3,On Time,No Return,Unknown,0.0
502553,2024-05-22,4,On Time,No Return,Unknown,0.0
502554,2024-06-19,5,On Time,No Return,Unknown,0.0
502555,2025-02-22,5,On Time,No Return,Unknown,0.0
502556,2024-06-20,3,On Time,No Return,Unknown,0.0
502557,2024-05-06,3,On Time,No Return,Unknown,0.0
502558,2025-07-07,4,Late,No Return,Unknown,0.0
502559,2024-04-11,4,On Time,No Return,Unknown,0.0
502560,2024-03-07,7,Late,No Return,Unknown,0.0
502561,2024-01-23,4,On Time,No Return,Unknown,0.0
502562,2024-05-10,7,Late,No Return,Unknown,0.0
502563,2024-08-21,8,Late,No Return,Unknown,0.0
502564,2025-09-07,4,On Time,No Return,Unknown,0.0
502565,2024-11-24,5,On Time,Returned,Damaged,227.0
502566,2024-01-23,6,On Time,No Return,Unknown,0.0
502567,2024-03-25,5,On Time,No Return,Unknown,0.0
502568,2025-08-23,4,Late,No Return,Unknown,0.0
502569,2025-04-07,7,Late,No Return,Unknown,0.0
502570,2025-06-29,5,On Time,No Return,Unknown,0.0
502571,2025-10-11,4,On Time,Returned,Damaged,2955.96
502572,2025-12-11,5,Not Delivered,No Return,Unknown,0.0
502573,2025-09-27,5,On Time,No Return,Unknown,0.0
502574,2025-01-18,6,On Time,No Return,Unknown,0.0
502575,2024-07-10,1,On Time,Returned,Quality Issue,385.6
502576,2025-10-31,5,Late,No Return,Unknown,0.0
502577,2025-05-11,6,Not Delivered,No Return,Unknown,0.0
502578,2025-02-13,5,On Time,No Return,Unknown,0.0
502579,2024-10-05,7,Late,No Return,Unknown,0.0
502580,2025-10-12,7,Late,No Return,Unknown,0.0
502581,2025-03-08,3,On Time,No Return,Unknown,0.0
502582,2025-06-05,2,Late,No Return,Unknown,0.0
502583,2025-10-11,4,Late,No Return,Unknown,0.0
502584,2025-01-22,4,On Time,No Return,Unknown,0.0
502585,2024-07-12,2,On Time,No Return,Unknown,0.0
502586,2025-08-26,1,On Time,No Return,Unknown,0.0
502587,2025-03-18,8,Late,No Return,Unknown,0.0
502588,2024-03-09,6,On Time,No Return,Unknown,0.0
502589,2024-08-08,5,On Time,No Return,Unknown,0.0
502590,2024-05-18,5,On Time,No Return,Unknown,0.0
502591,2025-09-15,5,On Time,No Return,Unknown,0.0
502592,2024-06-14,5,Late,No Return,Unknown,0.0
502593,2024-09-16,2,On Time,No Return,Unknown,0.0
502594,2025-03-07,7,Late,No Return,Unknown,0.0
502595,2025-06-17,6,On Time,No Return,Unknown,0.0
502596,2024-12-26,3,On Time,No Return,Unknown,0.0
502597,2025-01-15,6,On Time,No Return,Unknown,0.0
502598,2025-07-30,6,On Time,Returned,Quality Issue,9271.92
502599,2024-01-15,6,On Time,No Return,Unknown,0.0
502600,2024-07-20,5,On Time,No Return,Unknown,0.0
502601,2024-05-03,7,Late,Returned,Quality Issue,1183.38
502602,2024-01-16,6,On Time,No Return,Unknown,0.0
502603,2025-06-10,8,Late,No Return,Unknown,0.0
502604,2024-12-18,4,Late,No Return,Unknown,0.0
502605,2025-12-08,2,Late,No Return,Unknown,0.0
502606,2025-02-11,4,Late,No Return,Unknown,0.0
502607,2025-10-01,5,On Time,No Return,Unknown,0.0
502608,2025-07-31,3,On Time,No Return,Unknown,0.0
502609,2024-01-11,7,Late,No Return,Unknown,0.0
502610,2024-11-27,4,Late,Returned,Wrong Item,10778.44
502611,2025-05-31,5,On Time,No Return,Unknown,0.0
502612,2024-05-14,5,Not Delivered,No Return,Unknown,0.0
502613,2025-08-12,3,On Time,Returned,Quality Issue,1501.66
502614,2025-05-04,6,On Time,No Return,Unknown,0.0
502615,2024-12-26,3,On Time,No Return,Unknown,0.0
502616,2025-01-26,7,Late,No Return,Unknown,0.0
502617,2024-09-13,3,On Time,No Return,Unknown,0.0
502618,2024-06-19,4,On Time,No Return,Unknown,0.0
502619,2025-12-19,6,On Time,Returned,Late Delivery,3019.77
502620,2025-11-17,7,Late,No Return,Unknown,0.0
502621,2025-04-20,7,Late,No Return,Unknown,0.0
502622,2025-05-13,6,On Time,No Return,Unknown,0.0
502623,2024-12-10,7,Late,No Return,Unknown,0.0
502624,2024-02-26,6,On Time,Returned,Wrong Item,1029.58
502625,2024-03-03,7,Late,No Return,Unknown,0.0
502626,2024-03-16,3,On Time,No Return,Unknown,0.0
502627,2025-08-26,4,Late,No Return,Unknown,0.0
502628,2024-02-24,3,On Time,No Return,Unknown,0.0
502629,2024-05-09,5,On Time,No Return,Unknown,0.0
502630,2024-09-23,5,Not Delivered,No Return,Unknown,0.0
502631,2025-08-04,7,Late,Returned,Wrong Item,266.07
502632,2025-07-09,8,Late,No Return,Unknown,0.0
502633,2025-06-08,4,Late,No Return,Unknown,0.0
502634,2024-12-01,6,On Time,No Return,Unknown,0.0
502635,2024-11-21,3,On Time,Returned,Wrong Item,492.49
502636,2024-09-02,5,Late,No Return,Unknown,0.0
502637,2024-10-16,5,On Time,Returned,Quality Issue,1253.96
502638,2025-08-27,3,Late,Returned,Damaged,1282.82
502639,2024-09-25,5,On Time,No Return,Unknown,0.0
502640,2024-10-31,6,On Time,No Return,Unknown,0.0
502641,2024-07-30,7,Late,Returned,Changed Mind,3982.62
502642,2024-10-19,2,Late,No Return,Unknown,0.0
502643,2024-08-06,8,Late,No Return,Unknown,0.0
502644,2025-01-06,6,On Time,No Return,Unknown,0.0
502645,2025-04-14,6,On Time,No Return,Unknown,0.0
502646,2025-12-25,6,On Time,No Return,Unknown,0.0
502647,2024-11-19,2,Late,No Return,Unknown,0.0
502648,2024-12-29,6,On Time,No Return,Unknown,0.0
502649,2024-04-08,5,On Time,No Return,Unknown,0.0
502650,2025-12-20,9,Late,No Return,Unknown,0.0
502651,2024-06-23,6,On Time,No Return,Unknown,0.0
502652,2024-10-29,6,On Time,No Return,Unknown,0.0
502653,2025-06-06,7,Late,No Return,Unknown,0.0
502654,2024-04-13,6,On Time,No Return,Unknown,0.0
502655,2025-12-11,6,On Time,No Return,Unknown,0.0
502656,2024-12-21,6,On Time,Returned,Wrong Item,6088.75
502657,2025-08-03,2,Late,No Return,Unknown,0.0
502658,2025-10-15,4,Late,No Return,Unknown,0.0
502659,2025-02-09,5,On Time,Returned,Wrong Item,912.94
502660,2025-03-28,2,Late,No Return,Unknown,0.0
502661,2025-04-22,3,On Time,No Return,Unknown,0.0
502662,2025-02-27,5,On Time,No Return,Unknown,0.0
502663,2024-01-09,5,Late,No Return,Unknown,0.0
502664,2024-11-23,4,On Time,No Return,Unknown,0.0
502665,2025-01-08,5,Not Delivered,No Return,Unknown,0.0
502666,2025-09-09,4,On Time,No Return,Unknown,0.0
502667,2025-02-02,4,Late,Returned,Damaged,4859.84
502668,2025-07-11,2,Late,No Return,Unknown,0.0
502669,2024-05-04,6,On Time,No Return,Unknown,0.0
502670,2025-12-04,4,On Time,No Return,Unknown,0.0
502671,2024-07-13,5,Late,No Return,Unknown,0.0
502672,2025-09-21,8,Late,No Return,Unknown,0.0
502673,2025-02-27,8,Late,Returned,Wrong Item,387.47
502674,2024-04-23,8,Late,No Return,Unknown,0.0
502675,2024-06-20,7,Late,No Return,Unknown,0.0
502676,2025-10-01,2,Late,No Return,Unknown,0.0
502677,2024-12-16,5,On Time,No Return,Unknown,0.0
502678,2024-04-12,5,Late,No Return,Unknown,0.0
502679,2025-05-04,4,On Time,No Return,Unknown,0.0
502680,2024-12-01,5,On Time,No Return,Unknown,0.0
502681,2025-01-09,5,Late,No Return,Unknown,0.0
502682,2025-03-23,6,On Time,No Return,Unknown,0.0
502683,2024-05-02,3,Late,No Return,Unknown,0.0
502684,2024-10-29,4,Late,No Return,Unknown,0.0
502685,2024-05-29,7,Late,No Return,Unknown,0.0
502686,2025-12-13,6,On Time,No Return,Unknown,0.0
502687,2025-10-11,8,Late,No Return,Unknown,0.0
502688,2025-09-10,3,On Time,No Return,Unknown,0.0
502689,2024-04-10,8,Late,No Return,Unknown,0.0
502690,2024-10-30,7,Late,No Return,Unknown,0.0
502691,2025-03-26,4,Late,No Return,Unknown,0.0
502692,2025-04-26,2,Late,No Return,Unknown,0.0
502693,2025-12-17,5,On Time,No Return,Unknown,0.0
502694,2024-09-17,3,On Time,Returned,Quality Issue,9257.21
502695,2025-06-08,3,On Time,No Return,Unknown,0.0
502696,2025-11-16,3,On Time,No Return,Unknown,0.0
502697,2025-01-12,3,On Time,No Return,Unknown,0.0
502698,2025-03-04,2,Late,No Return,Unknown,0.0
502699,2024-04-15,5,On Time,Returned,Quality Issue,1183.96
502700,2025-09-18,5,On Time,No Return,Unknown,0.0
502701,2024-09-04,4,Late,No Return,Unknown,0.0
502702,2024-01-27,4,On Time,Returned,Quality Issue,2509.73
502703,2024-12-24,5,Not Delivered,No Return,Unknown,0.0
502704,2025-04-16,6,On Time,No Return,Unknown,0.0
502705,2024-08-18,6,On Time,No Return,Unknown,0.0
502706,2025-03-22,3,On Time,No Return,Unknown,0.0
502707,2024-09-30,5,On Time,No Return,Unknown,0.0
502708,2025-06-24,8,Late,No Return,Unknown,0.0
502709,2024-11-12,3,On Time,No Return,Unknown,0.0
502710,2024-05-03,4,On Time,No Return,Unknown,0.0
502711,2025-04-29,4,Late,Returned,Quality Issue,3576.31
502712,2024-05-06,7,Late,No Return,Unknown,0.0
502713,2025-12-16,6,On Time,No Return,Unknown,0.0
502714,2024-05-21,6,On Time,No Return,Unknown,0.0
502715,2024-03-24,7,Late,No Return,Unknown,0.0
502716,2024-12-25,6,On Time,No Return,Unknown,0.0
502717,2024-03-04,6,On Time,No Return,Unknown,0.0
502718,2024-04-02,7,Late,No Return,Unknown,0.0
502719,2024-01-04,3,On Time,No Return,Unknown,0.0
502720,2024-03-23,6,On Time,No Return,Unknown,0.0
502721,2025-06-11,6,On Time,No Return,Unknown,0.0
502722,2025-03-21,2,On Time,No Return,Unknown,0.0
502723,2025-08-07,4,Late,No Return,Unknown,0.0
502724,2024-05-30,3,On Time,No Return,Unknown,0.0
502725,2025-07-31,4,On Time,No Return,Unknown,0.0
502726,2025-06-14,6,Late,No Return,Unknown,0.0
502727,2024-07-11,7,Late,No Return,Unknown,0.0
502728,2025-11-12,5,On Time,No Return,Unknown,0.0
502729,2025-06-11,6,Not Delivered,No Return,Unknown,0.0
502730,2024-06-15,5,On Time,No Return,Unknown,0.0
502731,2024-10-21,5,On Time,No Return,Unknown,0.0
502732,2025-02-28,4,Late,No Return,Unknown,0.0
502733,2024-07-20,6,On Time,No Return,Unknown,0.0
502734,2024-02-09,6,On Time,No Return,Unknown,0.0
502735,2025-11-05,3,On Time,No Return,Unknown,0.0
502736,2025-08-26,7,Late,No Return,Unknown,0.0
502737,2025-07-27,4,Late,No Return,Unknown,0.0
502738,2025-02-18,7,Late,No Return,Unknown,0.0
502739,2024-10-27,4,On Time,Returned,Late Delivery,2870.18
502740,2025-06-25,5,On Time,No Return,Unknown,0.0
502741,2024-02-06,1,On Time,No Return,Unknown,0.0
502742,2024-09-27,7,Late,No Return,Unknown,0.0
502743,2025-01-23,7,Late,No Return,Unknown,0.0
502744,2024-05-01,8,Late,No Return,Unknown,0.0
502745,2025-09-12,4,On Time,Returned,Changed Mind,524.16
502746,2025-09-01,5,On Time,No Return,Unknown,0.0
502747,2025-08-28,5,Not Delivered,No Return,Unknown,0.0
502748,2025-03-26,8,Late,No Return,Unknown,0.0
502749,2024-06-15,4,On Time,No Return,Unknown,0.0
502750,2024-02-14,7,Late,No Return,Unknown,0.0
502751,2024-04-09,8,Late,No Return,Unknown,0.0
502752,2025-09-26,4,Late,No Return,Unknown,0.0
502753,2025-12-30,7,Late,No Return,Unknown,0.0
502754,2025-11-09,7,Late,No Return,Unknown,0.0
502755,2024-04-14,4,On Time,No Return,Unknown,0.0
502756,2025-05-26,5,On Time,No Return,Unknown,0.0
502757,2024-07-01,4,Late,Returned,Late Delivery,385.99
502758,2024-10-16,6,On Time,No Return,Unknown,0.0
502759,2024-12-27,7,Late,No Return,Unknown,0.0
502760,2024-10-27,4,On Time,No Return,Unknown,0.0
502761,2025-06-22,4,On Time,No Return,Unknown,0.0
502762,2025-05-04,2,Late,No Return,Unknown,0.0
502763,2024-10-12,7,Late,No Return,Unknown,0.0
502764,2025-07-02,5,On Time,No Return,Unknown,0.0
502765,2025-10-18,7,Late,No Return,Unknown,0.0
502766,2025-08-21,6,On Time,No Return,Unknown,0.0
502767,2024-12-21,1,On Time,No Return,Unknown,0.0
502768,2024-11-17,3,On Time,No Return,Unknown,0.0
502769,2024-07-18,5,On Time,No Return,Unknown,0.0
502770,2024-04-06,4,On Time,No Return,Unknown,0.0
502771,2025-03-11,3,Late,No Return,Unknown,0.0
502772,2025-07-14,3,On Time,Returned,Late Delivery,550.48
502773,2024-01-29,2,Late,No Return,Unknown,0.0
502774,2025-02-21,3,On Time,No Return,Unknown,0.0
502775,2024-06-14,4,Late,No Return,Unknown,0.0
502776,2024-04-14,4,Late,No Return,Unknown,0.0
502777,2025-12-06,7,Late,No Return,Unknown,0.0
502778,2025-04-22,5,On Time,No Return,Unknown,0.0
502779,2025-12-09,3,Late,No Return,Unknown,0.0
502780,2024-06-11,5,Not Delivered,No Return,Unknown,0.0
502781,2025-05-13,7,Late,No Return,Unknown,0.0
502782,2024-01-12,3,On Time,No Return,Unknown,0.0
502783,2024-08-05,6,On Time,No Return,Unknown,0.0
502784,2025-03-19,5,On Time,No Return,Unknown,0.0
502785,2025-11-12,3,On Time,No Return,Unknown,0.0
502786,2024-04-26,6,On Time,No Return,Unknown,0.0
502787,2024-07-24,3,On Time,No Return,Unknown,0.0
502788,2024-03-10,5,On Time,No Return,Unknown,0.0
502789,2025-12-19,4,Late,No Return,Unknown,0.0
502790,2024-06-16,7,Late,No Return,Unknown,0.0
502791,2025-02-21,4,Late,No Return,Unknown,0.0
502792,2025-10-14,8,Late,No Return,Unknown,0.0
502793,2025-11-21,1,On Time,No Return,Unknown,0.0
502794,2025-12-11,6,On Time,No Return,Unknown,0.0
502795,2024-09-24,2,Late,No Return,Unknown,0.0
502796,2025-07-29,4,Late,No Return,Unknown,0.0
502797,2024-07-29,6,On Time,No Return,Unknown,0.0
502798,2025-11-01,4,On Time,No Return,Unknown,0.0
502799,2025-08-13,7,Late,No Return,Unknown,0.0
502800,2024-06-10,6,On Time,No Return,Unknown,0.0
502801,2024-06-28,7,Late,No Return,Unknown,0.0
502802,2024-11-08,5,Late,No Return,Unknown,0.0
502803,2025-03-31,6,On Time,No Return,Unknown,0.0
502804,2024-03-07,5,Late,No Return,Unknown,0.0
502805,2025-01-13,6,On Time,No Return,Unknown,0.0
502806,2025-04-06,2,Late,No Return,Unknown,0.0
502807,2025-04-23,4,On Time,No Return,Unknown,0.0
502808,2025-01-21,6,On Time,Returned,Changed Mind,2098.42
502809,2025-12-23,6,On Time,Returned,Wrong Item,644.74
502810,2025-07-28,3,On Time,Returned,Changed Mind,2115.79
502811,2024-04-02,7,Late,Returned,Late Delivery,2582.79
502812,2024-05-27,5,On Time,No Return,Unknown,0.0
502813,2024-01-14,7,Late,No Return,Unknown,0.0
502814,2024-10-25,4,On Time,No Return,Unknown,0.0
502815,2025-11-25,4,Late,No Return,Unknown,0.0
502816,2025-06-05,3,On Time,No Return,Unknown,0.0
502817,2025-10-19,6,On Time,No Return,Unknown,0.0
502818,2025-06-12,3,On Time,No Return,Unknown,0.0
502819,2024-02-05,2,Late,No Return,Unknown,0.0
502820,2024-11-27,3,On Time,No Return,Unknown,0.0
502821,2025-09-05,5,Late,No Return,Unknown,0.0
502822,2025-10-03,4,Late,No Return,Unknown,0.0
502823,2024-02-05,2,On Time,No Return,Unknown,0.0
502824,2025-02-14,5,On Time,No Return,Unknown,0.0
502825,2024-01-23,5,On Time,No Return,Unknown,0.0
502826,2025-03-11,6,On Time,No Return,Unknown,0.0
502827,2025-03-05,2,On Time,No Return,Unknown,0.0
502828,2024-10-25,6,On Time,No Return,Unknown,0.0
502829,2025-08-09,7,Late,No Return,Unknown,0.0
502830,2024-03-23,3,On Time,No Return,Unknown,0.0
502831,2024-03-29,3,On Time,No Return,Unknown,0.0
502832,2025-08-02,8,Late,No Return,Unknown,0.0
502833,2024-02-25,8,Late,No Return,Unknown,0.0
502834,2025-11-27,6,Not Delivered,No Return,Unknown,0.0
502835,2024-03-29,5,On Time,No Return,Unknown,0.0
502836,2025-09-04,6,On Time,No Return,Unknown,0.0
502837,2024-11-09,6,On Time,No Return,Unknown,0.0
502838,2024-09-12,4,Late,No Return,Unknown,0.0
502839,2025-04-30,5,On Time,No Return,Unknown,0.0
